"country","industry","user_type","user_count","time_used"
"Jamaica","Media","Lawyer","6","27"
"Senegal","Government","Product Manager","6","32"
"Namibia","Healthcare","Startup Founder","6","25"
"Kuwait","Education","Designer","6","26"
"Brunei","Agriculture","Content Creator","6","24"
"Algeria","Media","Designer","6","37"
"Comoros","Tech","Business Owner","6","32"
"Poland","Tech","ML Engineer","6","34"
"Guinea","Legal","Doctor","6","33"
"Jamaica","Media","Senior Developer","6","31"
"Iceland","Healthcare","Marketer","6","41"
"Mexico","Finance","ML Engineer","6","30"
"Paraguay","Healthcare","Cybersecurity Analyst","6","32"
"Mongolia","Energy","Product Manager","6","39"
"Cyprus","Finance","ML Engineer","6","41"
"DR Congo","Agriculture","Senior Developer","6","30"
"Canada","Media","Senior Developer","6","30"
"Yemen","Media","Junior Dev","6","29"
"Moldova","Government","ML Engineer","6","39"
"Singapore","Healthcare","Content Creator","6","20"
"Colombia","Legal","Cybersecurity Analyst","6","29"
"Kazakhstan","Agriculture","Content Creator","6","30"
"Marshall Islands","Government","Cybersecurity Analyst","6","38"
"Bhutan","Media","Government Worker","6","29"
"Burkina Faso","Energy","Non-Tech User","6","26"
"Lithuania","Legal","Researcher","6","32"
"Liberia","Healthcare","Junior Dev","6","31"
"Burkina Faso","Education","Lawyer","6","41"
"Palau","Agriculture","Government Worker","6","21"
"Tonga","Retail","Designer","6","24"
"Honduras","Legal","ML Engineer","6","31"
"Lebanon","Government","Business Owner","6","25"
"Libya","Healthcare","Business Owner","6","36"
"Guinea-Bissau","Media","Content Creator","6","23"
"Ecuador","Finance","ML Engineer","6","26"
"Brazil","Transportation","Cybersecurity Analyst","6","38"
"Ethiopia","Education","Designer","6","36"
"Comoros","Healthcare","DevOps Engineer","6","35"
"Cape Verde","Finance","Senior Developer","6","31"
"Armenia","Education","Marketer","6","38"
"Belgium","Education","Junior Dev","6","39"
"Mozambique","Agriculture","Cybersecurity Analyst","6","28"
"Niger","Government","Cybersecurity Analyst","6","13"
"Djibouti","Tech","Researcher","6","24"
"Burundi","Legal","Teacher","6","31"
"Netherlands","Media","Non-Tech User","6","30"
"Israel","Manufacturing","Freelancer","6","32"
"Moldova","Retail","Non-Tech User","6","23"
"Panama","Transportation","Government Worker","6","14"
"Egypt","Retail","Teacher","6","35"
"Spain","Education","Content Creator","6","37"
"Cambodia","Government","Teacher","6","27"
"Azerbaijan","Agriculture","Marketer","6","28"
"Qatar","Media","Government Worker","6","28"
"Niger","Government","Business Owner","6","35"
"Honduras","Transportation","Senior Developer","6","23"
"Hungary","Energy","ML Engineer","6","17"
"Malaysia","Government","Lawyer","6","33"
"Somalia","Government","Freelancer","6","30"
"Madagascar","Manufacturing","Startup Founder","6","44"
"Portugal","Manufacturing","Senior Developer","6","34"
"France","Energy","Senior Developer","6","37"
"Nicaragua","Agriculture","Cybersecurity Analyst","6","26"
"Malaysia","Government","ML Engineer","6","17"
"Yemen","Finance","Doctor","6","30"
"Solomon Islands","Agriculture","Government Worker","6","31"
"Austria","Legal","Startup Founder","6","34"
"Serbia","Agriculture","Startup Founder","6","22"
"Mongolia","Manufacturing","Business Owner","6","25"
"Oman","Education","DevOps Engineer","6","37"
"Kenya","Transportation","Junior Dev","6","33"
"Gabon","Agriculture","Junior Dev","6","22"
"Burkina Faso","Government","DevOps Engineer","6","36"
"Guinea","Education","Senior Developer","6","36"
"Uzbekistan","Education","Marketer","6","27"
"Sri Lanka","Manufacturing","Junior Dev","6","25"
"Chile","Manufacturing","Teacher","6","30"
"Botswana","Education","Product Manager","6","41"
"Cuba","Finance","Freelancer","6","20"
"Thailand","Transportation","Senior Developer","6","33"
"Turkey","Tech","Data Analyst","6","38"
"Gambia","Legal","Content Creator","6","24"
"Saudi Arabia","Finance","Lawyer","6","27"
"Monaco","Manufacturing","Senior Developer","6","20"
"Uganda","Government","Marketer","6","22"
"Uzbekistan","Healthcare","Senior Developer","6","27"
"Eritrea","Finance","Non-Tech User","6","40"
"Zimbabwe","Education","DevOps Engineer","6","17"
"China","Media","Junior Dev","6","27"
"Ivory Coast","Transportation","Government Worker","6","29"
"Saudi Arabia","Healthcare","ML Engineer","6","33"
"Malta","Agriculture","Non-Tech User","6","30"
"Spain","Energy","Freelancer","6","31"
"Cuba","Manufacturing","Senior Developer","6","22"
"Tonga","Finance","Student","6","31"
"Marshall Islands","Finance","Marketer","6","27"
"Monaco","Tech","Startup Founder","6","14"
"Turkey","Government","Teacher","6","25"
"China","Education","Lawyer","6","40"
"Nepal","Manufacturing","Government Worker","6","33"
"Iran","Retail","Data Analyst","6","41"
"USA","Media","Startup Founder","6","36"
"Eritrea","Healthcare","ML Engineer","6","31"
"Nicaragua","Transportation","Cybersecurity Analyst","6","19"
"Samoa","Agriculture","Business Owner","6","28"
"Tanzania","Legal","Student","6","34"
"Burkina Faso","Transportation","Senior Developer","6","46"
"Algeria","Legal","Teacher","6","32"
"Georgia","Tech","Junior Dev","6","18"
"Montenegro","Government","Researcher","6","34"
"Panama","Transportation","Junior Dev","6","30"
"Syria","Education","DevOps Engineer","6","41"
"Moldova","Energy","Designer","6","44"
"Cyprus","Healthcare","Junior Dev","6","41"
"Zambia","Media","Data Analyst","6","11"
"Germany","Finance","Cybersecurity Analyst","6","26"
"South Africa","Media","Non-Tech User","6","41"
"Afghanistan","Legal","Cybersecurity Analyst","6","34"
"Cambodia","Manufacturing","Content Creator","6","32"
"Finland","Manufacturing","Freelancer","6","33"
"Colombia","Government","Researcher","6","19"
"Kuwait","Energy","Doctor","6","33"
"Japan","Retail","Content Creator","6","32"
"Benin","Government","Marketer","6","35"
"Malaysia","Retail","Designer","6","38"
"Pakistan","Legal","Business Owner","6","38"
"Bolivia","Media","Non-Tech User","6","26"
"Mauritius","Energy","Government Worker","6","23"
"Malta","Government","Marketer","6","27"
"Cuba","Legal","DevOps Engineer","6","37"
"Oman","Government","Content Creator","6","34"
"Somalia","Transportation","Marketer","6","44"
"Central African Republic","Government","ML Engineer","6","34"
"Portugal","Energy","DevOps Engineer","6","33"
"Libya","Agriculture","Junior Dev","6","32"
"Georgia","Finance","Content Creator","6","33"
"China","Agriculture","ML Engineer","6","29"
"Panama","Manufacturing","Government Worker","6","27"
"Eswatini","Healthcare","Product Manager","6","29"
"North Korea","Tech","Cybersecurity Analyst","6","45"
"Lebanon","Finance","Content Creator","6","26"
"Malta","Tech","Non-Tech User","6","34"
"Costa Rica","Education","Product Manager","6","29"
"Japan","Agriculture","ML Engineer","6","38"
"Portugal","Healthcare","Junior Dev","6","33"
"Rwanda","Media","DevOps Engineer","6","28"
"Germany","Finance","Content Creator","6","33"
"Syria","Legal","Business Owner","6","21"
"Croatia","Manufacturing","Data Analyst","6","42"
"Kyrgyzstan","Legal","Freelancer","6","26"
"Monaco","Legal","Cybersecurity Analyst","6","22"
"Cambodia","Tech","Designer","6","32"
"Serbia","Agriculture","Student","6","38"
"Montenegro","Tech","Designer","6","29"
"Timor-Leste","Healthcare","DevOps Engineer","6","36"
"Micronesia","Government","Content Creator","6","11"
"Kyrgyzstan","Tech","Junior Dev","6","40"
"Ethiopia","Energy","Product Manager","6","40"
"India","Transportation","Business Owner","6","25"
"Ecuador","Healthcare","Freelancer","6","31"
"Ireland","Agriculture","Government Worker","6","34"
"Liechtenstein","Media","Data Analyst","6","39"
"Bulgaria","Media","Teacher","6","23"
"Brunei","Healthcare","DevOps Engineer","6","30"
"Ukraine","Energy","Teacher","6","17"
"North Macedonia","Media","Lawyer","6","38"
"Burkina Faso","Media","Senior Developer","6","29"
"Brunei","Finance","Freelancer","6","25"
"Seychelles","Legal","Cybersecurity Analyst","6","37"
"Denmark","Finance","Cybersecurity Analyst","6","28"
"Singapore","Energy","Startup Founder","6","27"
"Cyprus","Agriculture","Designer","6","39"
"Angola","Healthcare","Data Analyst","6","39"
"Oman","Agriculture","Content Creator","6","27"
"Botswana","Tech","Teacher","6","28"
"Guinea","Healthcare","Startup Founder","6","22"
"Cyprus","Legal","Cybersecurity Analyst","6","24"
"Nepal","Agriculture","Junior Dev","6","23"
"Gabon","Media","Data Analyst","6","30"
"Argentina","Retail","Researcher","6","40"
"Slovakia","Manufacturing","Cybersecurity Analyst","6","24"
"Japan","Manufacturing","Senior Developer","6","32"
"Iran","Transportation","Lawyer","6","32"
"Chile","Government","Designer","6","28"
"Iraq","Government","Designer","6","26"
"Zimbabwe","Government","Non-Tech User","6","28"
"Solomon Islands","Media","Business Owner","6","26"
"Mexico","Retail","DevOps Engineer","6","36"
"Sierra Leone","Tech","ML Engineer","6","45"
"Timor-Leste","Legal","Business Owner","6","30"
"Bangladesh","Government","Cybersecurity Analyst","6","37"
"Brazil","Legal","Government Worker","6","31"
"Guatemala","Government","Teacher","6","26"
"Benin","Education","Government Worker","6","32"
"Ethiopia","Agriculture","Doctor","6","38"
"Vatican City","Finance","Junior Dev","6","29"
"Mozambique","Education","ML Engineer","6","36"
"Brazil","Finance","Teacher","6","39"
"Netherlands","Retail","DevOps Engineer","6","31"
"Turkmenistan","Legal","Freelancer","6","24"
"India","Transportation","ML Engineer","6","35"
"Iraq","Media","Government Worker","6","24"
"Uganda","Healthcare","Doctor","6","26"
"Djibouti","Legal","Cybersecurity Analyst","6","30"
"Botswana","Retail","Junior Dev","6","25"
"Belgium","Legal","Student","6","28"
"Ghana","Education","Doctor","6","36"
"Switzerland","Media","DevOps Engineer","6","23"
"Ghana","Healthcare","Marketer","6","31"
"Djibouti","Transportation","Government Worker","6","22"
"Hungary","Agriculture","Teacher","6","44"
"Eswatini","Healthcare","ML Engineer","6","20"
"Laos","Agriculture","Product Manager","6","22"
"Brunei","Legal","Researcher","6","38"
"Niger","Energy","ML Engineer","6","21"
"Qatar","Retail","Content Creator","6","29"
"Benin","Manufacturing","Cybersecurity Analyst","6","32"
"Iran","Energy","Product Manager","6","42"
"Jamaica","Tech","ML Engineer","6","34"
"Cuba","Legal","Product Manager","6","36"
"Myanmar","Healthcare","Content Creator","6","13"
"Greece","Healthcare","Designer","6","26"
"Oman","Agriculture","Business Owner","6","37"
"Australia","Legal","Senior Developer","6","39"
"Luxembourg","Healthcare","Doctor","6","22"
"Palau","Healthcare","Data Analyst","6","27"
"Eritrea","Manufacturing","Data Analyst","6","27"
"Kosovo","Energy","Researcher","6","18"
"Lesotho","Education","DevOps Engineer","6","22"
"Guatemala","Media","Doctor","6","33"
"Moldova","Retail","Researcher","6","29"
"Cyprus","Retail","Data Analyst","6","26"
"Chad","Tech","Senior Developer","6","22"
"Tajikistan","Energy","DevOps Engineer","6","31"
"Portugal","Education","ML Engineer","6","31"
"Samoa","Healthcare","Junior Dev","6","27"
"Malaysia","Education","Government Worker","6","26"
"Dominican Republic","Retail","Junior Dev","6","36"
"Slovakia","Transportation","Startup Founder","6","34"
"Hungary","Legal","Freelancer","6","33"
"Togo","Agriculture","Teacher","6","35"
"Azerbaijan","Tech","Business Owner","6","34"
"Saudi Arabia","Education","DevOps Engineer","6","33"
"Morocco","Transportation","Startup Founder","6","27"
"Syria","Retail","Designer","6","43"
"Estonia","Healthcare","Non-Tech User","6","18"
"Papua New Guinea","Agriculture","Government Worker","6","24"
"Mauritius","Government","Content Creator","6","21"
"Bangladesh","Government","Senior Developer","6","28"
"Burundi","Energy","Junior Dev","6","22"
"UK","Agriculture","Product Manager","6","30"
"Andorra","Manufacturing","Non-Tech User","6","37"
"Oman","Education","Senior Developer","6","43"
"Iran","Transportation","DevOps Engineer","6","30"
"Colombia","Manufacturing","ML Engineer","6","20"
"Solomon Islands","Agriculture","Marketer","6","38"
"Costa Rica","Transportation","Product Manager","6","30"
"Mauritius","Transportation","Content Creator","6","35"
"Cyprus","Government","Designer","6","23"
"Djibouti","Legal","Marketer","6","20"
"Madagascar","Manufacturing","Doctor","6","33"
"Panama","Healthcare","DevOps Engineer","6","31"
"North Korea","Finance","Product Manager","6","16"
"Afghanistan","Retail","Product Manager","6","28"
"Paraguay","Finance","Senior Developer","6","25"
"Azerbaijan","Healthcare","Non-Tech User","6","27"
"Somalia","Manufacturing","Designer","6","25"
"Lesotho","Finance","Researcher","6","44"
"El Salvador","Finance","Freelancer","6","22"
"Pakistan","Retail","Student","6","27"
"Uzbekistan","Agriculture","ML Engineer","6","40"
"Marshall Islands","Finance","Data Analyst","6","37"
"Bolivia","Finance","Government Worker","6","33"
"Luxembourg","Agriculture","Freelancer","6","32"
"UK","Retail","Product Manager","6","25"
"Turkey","Agriculture","Junior Dev","6","20"
"Liberia","Media","Product Manager","6","27"
"Belgium","Healthcare","Business Owner","6","38"
"Peru","Tech","ML Engineer","6","38"
"Ivory Coast","Manufacturing","Data Analyst","6","38"
"Cambodia","Tech","Student","6","27"
"Seychelles","Media","Student","6","31"
"Serbia","Education","Non-Tech User","6","20"
"Paraguay","Government","Freelancer","6","26"
"Slovenia","Finance","Government Worker","6","31"
"Belarus","Energy","Data Analyst","6","26"
"Maldives","Education","Cybersecurity Analyst","6","38"
"Central African Republic","Education","ML Engineer","6","37"
"Thailand","Manufacturing","Student","6","33"
"Hungary","Retail","Non-Tech User","6","29"
"Eswatini","Transportation","Teacher","6","21"
"Bosnia and Herzegovina","Tech","Non-Tech User","6","28"
"Sudan","Manufacturing","Freelancer","6","18"
"Portugal","Tech","Cybersecurity Analyst","6","19"
"Poland","Manufacturing","Doctor","6","35"
"Poland","Manufacturing","Senior Developer","6","27"
"India","Agriculture","Content Creator","6","23"
"Egypt","Government","Marketer","6","24"
"Trinidad and Tobago","Energy","Product Manager","6","40"
"Tunisia","Government","Doctor","6","33"
"Tunisia","Media","ML Engineer","6","35"
"South Sudan","Legal","Non-Tech User","6","16"
"Liechtenstein","Transportation","Non-Tech User","6","24"
"Uruguay","Education","Business Owner","6","26"
"Hungary","Legal","Non-Tech User","6","23"
"Chile","Retail","Student","6","19"
"Albania","Transportation","Cybersecurity Analyst","6","26"
"Cambodia","Transportation","Government Worker","6","22"
"Timor-Leste","Media","Senior Developer","6","27"
"New Zealand","Tech","Doctor","6","38"
"Canada","Energy","Designer","6","23"
"Eritrea","Government","DevOps Engineer","6","35"
"Bolivia","Tech","Lawyer","6","33"
"Germany","Energy","Government Worker","6","31"
"Switzerland","Manufacturing","Startup Founder","6","37"
"Israel","Agriculture","ML Engineer","6","34"
"Estonia","Legal","Lawyer","6","26"
"Ivory Coast","Manufacturing","Cybersecurity Analyst","6","32"
"Peru","Transportation","Senior Developer","6","29"
"Portugal","Legal","Senior Developer","6","39"
"New Zealand","Healthcare","Business Owner","6","43"
"Oman","Healthcare","Business Owner","6","50"
"Dominican Republic","Legal","Non-Tech User","6","32"
"Cambodia","Transportation","Freelancer","6","33"
"Austria","Healthcare","ML Engineer","6","27"
"Tajikistan","Education","Non-Tech User","6","32"
"Indonesia","Legal","Data Analyst","6","28"
"Argentina","Finance","Startup Founder","6","17"
"Madagascar","Media","Non-Tech User","6","36"
"Vatican City","Media","Cybersecurity Analyst","6","36"
"Mauritius","Tech","Junior Dev","6","30"
"Costa Rica","Energy","Cybersecurity Analyst","6","39"
"Somalia","Transportation","Teacher","6","23"
"Mexico","Finance","Designer","6","36"
"Cape Verde","Tech","Teacher","6","41"
"Paraguay","Government","Content Creator","6","41"
"Portugal","Government","Marketer","6","39"
"Serbia","Tech","Doctor","6","23"
"Dominican Republic","Government","Researcher","6","13"
"Dominican Republic","Government","Junior Dev","6","36"
"Portugal","Education","Researcher","6","22"
"Spain","Healthcare","Cybersecurity Analyst","6","32"
"North Macedonia","Tech","Student","6","29"
"Burundi","Agriculture","Government Worker","6","14"
"Uzbekistan","Agriculture","DevOps Engineer","6","30"
"Haiti","Media","Lawyer","6","31"
"Egypt","Transportation","Student","6","33"
"Niger","Finance","Senior Developer","6","31"
